NOSE_X,NOSE_Y,NOSE_Z,NOSE_V,LEFT_EYE_INNER_X,LEFT_EYE_INNER_Y,LEFT_EYE_INNER_Z,LEFT_EYE_INNER_V,LEFT_EYE_X,LEFT_EYE_Y,LEFT_EYE_Z,LEFT_EYE_V,LEFT_EYE_OUTER_X,LEFT_EYE_OUTER_Y,LEFT_EYE_OUTER_Z,LEFT_EYE_OUTER_V,RIGHT_EYE_INNER_X,RIGHT_EYE_INNER_Y,RIGHT_EYE_INNER_Z,RIGHT_EYE_INNER_V,RIGHT_EYE_X,RIGHT_EYE_Y,RIGHT_EYE_Z,RIGHT_EYE_V,RIGHT_EYE_OUTER_X,RIGHT_EYE_OUTER_Y,RIGHT_EYE_OUTER_Z,RIGHT_EYE_OUTER_V,LEFT_EAR_X,LEFT_EAR_Y,LEFT_EAR_Z,LEFT_EAR_V,RIGHT_EAR_X,RIGHT_EAR_Y,RIGHT_EAR_Z,RIGHT_EAR_V,MOUTH_LEFT_X,MOUTH_LEFT_Y,MOUTH_LEFT_Z,MOUTH_LEFT_V,MOUTH_RIGHT_X,MOUTH_RIGHT_Y,MOUTH_RIGHT_Z,MOUTH_RIGHT_V,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,LEFT_SHOULDER_Z,LEFT_SHOULDER_V,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,RIGHT_SHOULDER_Z,RIGHT_SHOULDER_V,LEFT_ELBOW_X,LEFT_ELBOW_Y,LEFT_ELBOW_Z,LEFT_ELBOW_V,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,RIGHT_ELBOW_Z,RIGHT_ELBOW_V,LEFT_WRIST_X,LEFT_WRIST_Y,LEFT_WRIST_Z,LEFT_WRIST_V,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_WRIST_Z,RIGHT_WRIST_V,LEFT_PINKY_X,LEFT_PINKY_Y,LEFT_PINKY_Z,LEFT_PINKY_V,RIGHT_PINKY_X,RIGHT_PINKY_Y,RIGHT_PINKY_Z,RIGHT_PINKY_V,LEFT_INDEX_X,LEFT_INDEX_Y,LEFT_INDEX_Z,LEFT_INDEX_V,RIGHT_INDEX_X,RIGHT_INDEX_Y,RIGHT_INDEX_Z,RIGHT_INDEX_V,LEFT_THUMB_X,LEFT_THUMB_Y,LEFT_THUMB_Z,LEFT_THUMB_V,RIGHT_THUMB_X,RIGHT_THUMB_Y,RIGHT_THUMB_Z,RIGHT_THUMB_V,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,LEFT_HIP_V,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,RIGHT_HIP_V,LEFT_KNEE_X,LEFT_KNEE_Y,LEFT_KNEE_Z,LEFT_KNEE_V,RIGHT_KNEE_X,RIGHT_KNEE_Y,RIGHT_KNEE_Z,RIGHT_KNEE_V,LEFT_ANKLE_X,LEFT_ANKLE_Y,LEFT_ANKLE_Z,LEFT_ANKLE_V,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ANKLE_Z,RIGHT_ANKLE_V,LEFT_HEEL_X,LEFT_HEEL_Y,LEFT_HEEL_Z,LEFT_HEEL_V,RIGHT_HEEL_X,RIGHT_HEEL_Y,RIGHT_HEEL_Z,RIGHT_HEEL_V,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,LEFT_FOOT_INDEX_Z,LEFT_FOOT_INDEX_V,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_Z,RIGHT_FOOT_INDEX_V,Pose_Class
-0.020761321,-0.546817888,-0.46980461,0.9997361302375793,-0.003462824,-0.57795788,-0.454516261,0.999645471572876,0.007167577679930987,-0.578410348,-0.454635503,0.9996604919433594,0.016332767820708645,-0.578064055,-0.454834323,0.9995766282081604,-0.031555814,-0.574791174,-0.42873923,0.9994726777076721,-0.038154842,-0.573061732,-0.428722185,0.9993103742599487,-0.044577563,-0.570821267,-0.428822536,0.999078631401062,0.035513114360602345,-0.564595201,-0.30633649,0.9998644590377808,-0.047904668,-0.55486249,-0.185819044,0.9992538094520569,0.0030851403112757887,-0.518927731,-0.411606956,0.9999122619628906,-0.032990239,-0.515326879,-0.377167556,0.9997503161430359,0.1060543481304206,-0.400843356,-0.244256852,0.9997560381889343,-0.097052433,-0.399105996,-0.017136437,0.999376118183136,0.16231077965511298,-0.169727424,-0.459721949,0.9990473389625549,-0.163072042,-0.232635793,-0.234979166,0.9935126900672913,0.06586375610240902,-0.275345035,-0.746021024,0.998554527759552,-0.141664085,-0.424104222,-0.686989063,0.9982479810714722,0.034141364838559736,-0.294819617,-0.819948416,0.9946796298027039,-0.147026798,-0.482669831,-0.758398445,0.9940474033355713,0.031292827350617364,-0.327456106,-0.778398077,0.9942777752876282,-0.139363963,-0.499694048,-0.73911725,0.9931673407554626,0.036098247382197426,-0.324527351,-0.730626323,0.9925575256347656,-0.129202435,-0.476376863,-0.691233426,0.9921586513519287,0.05833365730235034,0.0008755334252001685,-0.062112618,0.9953585267066956,-0.058333657,-0.000875533,0.06308649596958237,0.9962269067764282,0.0596518578137991,0.27383032276196356,-0.043045499,0.7685382962226868,-0.068795635,0.24356810080555386,0.22001086835864675,0.7961276173591614,0.046374970102291094,0.4852254109877292,0.40027817949986944,0.04347899928689003,-0.074832967,0.48612565934089574,0.6745756357063701,0.06769724190235138,0.04339937799902725,0.5196109777797729,0.4350241723247564,0.059657707810401917,-0.06603914,0.5285225558292633,0.7151373067534174,0.13747797906398773,0.041766417255546764,0.5753033691955312,0.24461427731457944,0.01440392155200243,-0.111111037,0.565546654241443,0.5176126551198468,0.035401441156864166,AR Interacting
-0.017953687,-0.545944611,-0.503689252,0.9997568130493164,-0.002259102,-0.577478154,-0.472001026,0.9996680617332458,0.007556619182770406,-0.577667257,-0.472140499,0.9996830821037292,0.016165844080952597,-0.577085738,-0.472209547,0.9996023178100586,-0.028533858,-0.57437852,-0.463928657,0.9995092153549194,-0.03606223,-0.572697489,-0.46408034,0.999366044998169,-0.04292293,-0.570950274,-0.4641796,0.9991509318351746,0.03229533670633363,-0.563305294,-0.287872522,0.999869704246521,-0.050401742,-0.554891794,-0.239041291,0.9993062019348145,0.0023159395081881165,-0.518913717,-0.429770084,0.9999141693115234,-0.031333989,-0.516788088,-0.420049174,0.9997612237930298,0.09697030134994672,-0.395872766,-0.169959954,0.9997634291648865,-0.103922638,-0.404097024,-0.12995535,0.9993765950202942,0.1314487257553018,-0.183747089,-0.039236007,0.998551607131958,-0.160597178,-0.222705985,-0.380791016,0.9936912655830383,0.10662247503037177,-0.006131808,-0.069030052,0.9975640773773193,-0.139767449,-0.435347929,-0.83895007,0.9982474446296692,0.11893872065972436,0.06228032113009831,-0.090071725,0.9928107261657715,-0.145741332,-0.493342331,-0.922648779,0.9942370653152466,0.0927085587863162,0.06148962523784632,-0.12421332,0.9925980567932129,-0.139637633,-0.507110945,-0.921899884,0.9934340119361877,0.08519891368560316,0.0401247642511259,-0.078637166,0.9911412000656128,-0.130042676,-0.485809647,-0.849379765,0.9924108982086182,0.05759498409082272,-0.005546184,-0.023098574,0.99574875831604,-0.057594984,0.005546183653190336,0.02332342714513004,0.996505081653595,0.06435380263765259,0.2371116465191537,-0.018737227,0.7617665529251099,-0.063259672,0.22133739107820063,0.11687920721621797,0.7814497351646423,0.05553985075628938,0.46590577649992054,0.47592280980889545,0.049633707851171494,-0.054898837,0.4769461343233772,0.5511954308682645,0.07215864211320877,0.052167649693704105,0.49195935445252564,0.5177518503190998,0.06708504259586334,-0.051002955,0.5066326505341283,0.5928554750480127,0.13948427140712738,0.05756891037126664,0.5570106635773502,0.35218993916651004,0.018231378868222237,-0.065021683,0.5645054094097455,0.3976637476779923,0.03808402642607689,AR Interacting
0.003723365976555527,-0.556782383,-0.41879185,0.999750018119812,0.016517795338482594,-0.587655265,-0.391135382,0.9996427893638611,0.02456611687036264,-0.58706525,-0.391253827,0.9996437430381775,0.03203530456251895,-0.586120476,-0.391383483,0.9995761513710022,-0.009310591,-0.588027384,-0.385132016,0.999489963054657,-0.018307099,-0.588174715,-0.385115364,0.9993467330932617,-0.02679306,-0.5884841,-0.385151076,0.999159038066864,0.044004543220176454,-0.571990359,-0.225928196,0.9998348355293274,-0.036161258,-0.575475088,-0.201515032,0.9992226362228394,0.017737857518621412,-0.528279867,-0.354590431,0.9998996257781982,-0.014351525,-0.528042318,-0.3479097,0.9997391700744629,0.1069925285209355,-0.398876577,-0.1423757,0.9997605085372925,-0.100277966,-0.401095244,-0.079725862,0.9993246793746948,0.12452501989745138,-0.190605467,-0.036660408,0.997802734,-0.160283097,-0.177752079,-0.30495685,0.993506908416748,0.12617144434756844,-0.026118992,-0.053171992,0.9967688918113708,-0.162164763,-0.373474817,-0.739200656,0.9982460141181946,0.1528654156094002,0.03963860017052998,-0.076819995,0.9909984469413757,-0.173386565,-0.420387164,-0.805327696,0.9943960309028625,0.11574934345828751,0.033534068514185694,-0.099983725,0.9908620715141296,-0.163055012,-0.440059315,-0.784240273,0.9936596751213074,0.1036341919588161,0.016878439124000926,-0.057748453,0.9897893071174622,-0.15298973,-0.42486499,-0.737622885,0.9925811886787415,0.06097000245480944,0.0020071341849424206,-0.023165279,0.9960813522338867,-0.060970002,-0.002007134,0.02342466626420898,0.9967436194419861,0.06808771331512523,0.24444298607873804,-0.005898094,0.7372042536735535,-0.04946818,0.25625120950327074,0.09280888524998943,0.7618110179901123,0.07351606672644447,0.4724011844471643,0.4661015087913048,0.04994497820734978,-0.038748944,0.4873500457712954,0.45238955969525985,0.07489018887281418,0.07071843117273265,0.49243486924227176,0.5057391856715363,0.06753801554441452,-0.030934413,0.5192837554263277,0.48715397848148173,0.13565987348556519,0.08316939654362389,0.5658278745617898,0.35255467434004956,0.019717587158083916,-0.049217374,0.573649198578857,0.3014398395565987,0.0396023653447628,AR Interacting
-0.009074956,-0.548791375,-0.432718717,0.999772310256958,0.0038235052350402404,-0.579298629,-0.396611221,0.9996722936630249,0.014102588892402861,-0.579174508,-0.396722314,0.9996739625930786,0.022832304405771293,-0.578508934,-0.397016007,0.9996110200881958,-0.021832236,-0.578137336,-0.402201715,0.9995340704917908,-0.028489041,-0.577437842,-0.402297814,0.9994059801101685,-0.03515401,-0.576623172,-0.402343397,0.9992341995239258,0.03851491692611334,-0.565155122,-0.239816518,0.9998472332954407,-0.04189775,-0.562949127,-0.209571868,0.9992910027503967,0.008609359417706103,-0.520891985,-0.362890456,0.9999066591262817,-0.023552542,-0.519448445,-0.362498465,0.999758780002594,0.10215543502650966,-0.397261817,-0.13835418,0.9997765421867371,-0.100353726,-0.402736154,-0.102880321,0.9993624091148376,0.13736779001757857,-0.192566388,-0.000666537,0.9976249933242798,-0.164718846,-0.21954368,-0.313713828,0.9936989545822144,0.13823407400845045,-0.010177721,0.00034556014207313436,0.9964053630828857,-0.15107559,-0.423173099,-0.71280018,0.9982683658599854,0.15505380505608282,0.05523055261304552,-0.01278089,0.9903499484062195,-0.163031728,-0.483414857,-0.781522044,0.9945799708366394,0.12423384777548134,0.056306693384227856,-0.051952994,0.9903233051300049,-0.152474013,-0.498261574,-0.767275041,0.9938897490501404,0.1151395652514148,0.04086699225297174,-0.009816966,0.9893274307250977,-0.142453202,-0.478046215,-0.715728778,0.992806077003479,0.06717499543572032,-0.00020156,-0.014376192,0.9964203238487244,-0.067174995,0.00020155980693838108,0.014588903157953189,0.997010350227356,0.09549013310858963,0.240588003293504,-0.011932431,0.7519171237945557,-0.043943737,0.27752379626348955,0.11799958028847603,0.7697036862373352,0.11369775787065373,0.4902452649062455,0.40269363593463947,0.06594046205282211,-0.042214834,0.5018338375457326,0.5053147344265093,0.0931878536939621,0.10900133773027958,0.515553899312387,0.4366541142606935,0.08253518491983414,-0.034519641,0.5363017974157893,0.5413439247799997,0.1486520618200302,0.1253780303925503,0.5872478796145607,0.27676640588297885,0.027497654780745506,-0.058483266,0.5874611351550477,0.35634257753097626,0.0472542867064476,AR Interacting
-0.013089109,-0.544755907,-0.437423375,0.9997891187667847,-0.00035572,-0.574990942,-0.401494184,0.999692976474762,0.007527071968913542,-0.574971008,-0.401667006,0.9996945261955261,0.015416236372431282,-0.574381244,-0.402041509,0.9996346831321716,-0.026204542,-0.573362027,-0.408734731,0.9995664358139038,-0.034899832,-0.572310914,-0.408845598,0.9994513392448425,-0.042927021,-0.571026292,-0.408898045,0.9992920160293579,0.030705391745746432,-0.560892992,-0.244607185,0.9998522996902466,-0.052946835,-0.556940803,-0.221069125,0.9993384480476379,0.003103692335199926,-0.516817037,-0.365537167,0.9999107718467712,-0.028609106,-0.514897878,-0.370169335,0.9997723698616028,0.09977746796211089,-0.398609021,-0.139206925,0.9997801184654236,-0.109791477,-0.401328301,-0.135981907,0.9993715882301331,0.1371380806216638,-0.188534788,-0.000202443,0.9966702461242676,-0.166558917,-0.225512389,-0.348405487,0.9933932423591614,0.13914762190251517,-0.008889965,-0.00488668,0.995038628578186,-0.153723035,-0.436166444,-0.725527877,0.9979725480079651,0.15333004823863414,0.052730407249162024,-0.019851239,0.9875079989433289,-0.163714891,-0.496848739,-0.79649666,0.9941030740737915,0.12561991794146976,0.05172290081405859,-0.053404326,0.9877236485481262,-0.154134906,-0.510370237,-0.794696974,0.9934496283531189,0.11621198713160794,0.03794964259901086,-0.013859988,0.9868507981300354,-0.144737985,-0.490101035,-0.734176592,0.9921854734420776,0.06729664556055846,-0.001296266,-0.006970874,0.9966400861740112,-0.067296646,0.0012962662270042324,0.0071645077556920875,0.9971615672111511,0.09367024006759621,0.23042947985309206,-0.011026697,0.7553411722183228,-0.025692482,0.2743840916796995,0.10961652831800275,0.7659798264503479,0.1032874925336551,0.48494666430656874,0.41311517216085347,0.0847611203789711,-0.035128605,0.4956015836758857,0.4919929704058935,0.11056698858737946,0.09890201366523314,0.5117219535443385,0.44866465538039085,0.10207244753837585,-0.030535105,0.5301580067907521,0.5285187986918878,0.16270384192466736,0.1099913238480161,0.5804734079698114,0.2935260133163205,0.03841486573219299,-0.053009525,0.5821078117463147,0.3451777501054081,0.05657589063048363,AR Interacting
-0.011153006,-0.544454026,-0.432657595,0.9998067021369934,0.0005280631517036854,-0.574351249,-0.402331763,0.9997172951698303,0.0073654600331060915,-0.57432409,-0.402452483,0.999718964099884,0.01477394866379835,-0.573720079,-0.40266643,0.9996633529663086,-0.02438752,-0.572696806,-0.405353925,0.9996020197868347,-0.034672915,-0.571695528,-0.405465912,0.9994983673095703,-0.044301627,-0.570550373,-0.405511032,0.9993517398834229,0.030257470774827832,-0.560892395,-0.235290863,0.9998627305030823,-0.058583801,-0.555873139,-0.221069696,0.999393880367279,0.0038942208858615953,-0.516762899,-0.363680828,0.9999163150787354,-0.026038344,-0.514357448,-0.367893381,0.9997879862785339,0.09517693378511313,-0.39705007,-0.131063365,0.99979168176651,-0.108987786,-0.402830709,-0.139320025,0.9993956089019775,0.1273524972603638,-0.188652113,0.009619056893339068,0.9956851601600647,-0.161388184,-0.230966688,-0.334234725,0.9929414987564087,0.13209998586070415,-0.007072162,0.016288831905315698,0.9937693476676941,-0.148625059,-0.444754109,-0.671103491,0.9977689385414124,0.1449391748827307,0.057216348010009986,0.005494984423055508,0.9852286577224731,-0.156845248,-0.505496611,-0.733768268,0.9938374161720276,0.11757358443733981,0.05868410128322699,-0.030637418,0.9856473207473755,-0.146505104,-0.517909465,-0.7370739,0.9932237267494202,0.10882237779462614,0.04340350416328289,0.006131549736453071,0.9849399924278259,-0.135378858,-0.498437597,-0.680604311,0.991884171962738,0.06432722217406459,-0.00359063,-0.006418155,0.9968987703323364,-0.064327222,0.0035906302251147546,0.006694448082117876,0.9973554015159607,0.10001366688415073,0.21199658813450026,-0.012966689,0.7630947828292847,-0.031786048,0.2639952538720902,0.12611763295147407,0.7626209259033203,0.1011767670621126,0.4645709366509882,0.40847887675830874,0.10062769055366516,-0.036476464,0.47532901567772456,0.5148428807039629,0.12561093270778656,0.09507155356232108,0.48985887001324085,0.44462847651185705,0.12291476875543594,-0.028078849,0.5093105850127724,0.5517058388276782,0.1774478405714035,0.11132959042990156,0.5695600507396664,0.29094666086463583,0.04837594926357269,-0.066178979,0.5626506407192483,0.36938805987284423,0.06439422816038132,AR Interacting
-0.012318597,-0.545660072,-0.414836335,0.9998229146003723,-0.000806337,-0.574716619,-0.385303513,0.9997393488883972,0.005784386247784553,-0.574666359,-0.385405653,0.9997419118881226,0.013292487965959469,-0.57395796,-0.385467758,0.999689519405365,-0.024578,-0.573572609,-0.38543702,0.9996349811553955,-0.035592362,-0.572918871,-0.385544223,0.9995429515838623,-0.046339379,-0.572141501,-0.385643352,0.9994080066680908,0.02900034811670273,-0.563141113,-0.207115584,0.9998731017112732,-0.062332617,-0.556610642,-0.204117594,0.999447226524353,0.0017624937745077138,-0.518809736,-0.346144208,0.9999203085899353,-0.026634111,-0.51716639,-0.346800263,0.9998016953468323,0.09082600127209965,-0.396858719,-0.107305267,0.9997968673706055,-0.109533125,-0.402922528,-0.139788491,0.9994093775749207,0.11364001873963764,-0.19068523,0.0010966298952994197,0.995477020740509,-0.161235722,-0.235171489,-0.420493732,0.9933102130889893,0.12497406999851009,-0.009324131,-0.014219274,0.9934911131858826,-0.132907343,-0.445688744,-0.796850541,0.9978013038635254,0.13659922323658427,0.05512805769802287,-0.031214866,0.9849507808685303,-0.139845814,-0.504531445,-0.873683265,0.9940022230148315,0.11038363381248625,0.05442237197258357,-0.065047127,0.9854507446289062,-0.12958035,-0.516479597,-0.870447063,0.9934431314468384,0.10188747943428375,0.039126382410281255,-0.024850412,0.9848874807357788,-0.118599506,-0.496918391,-0.805467464,0.9921488761901855,0.06069611924246336,-0.005427639,-0.002912257,0.9971115589141846,-0.060696119,0.005427639084821007,0.003343292055296213,0.997524082660675,0.08779335260129768,0.20534567870906142,-0.005195617,0.7745996117591858,-0.030233247,0.2648063185353628,0.12820447313102995,0.7694773077964783,0.08289372049352846,0.46019768598699673,0.3939364168816307,0.10701887309551239,-0.027736182,0.4790582354973967,0.4723714595839189,0.13150392472743988,0.07646108805609617,0.4855340799358335,0.4260168608432858,0.1316356211900711,-0.021168057,0.5140619415484442,0.5049444078602384,0.18382108211517334,0.08912438811156456,0.5628506067928255,0.28333973400753043,0.05010901018977165,-0.050147196,0.5630766591594891,0.3334505011938239,0.06564110517501831,AR Interacting
-0.02043165,-0.539675613,-0.483428424,0.9998318552970886,-0.00694924,-0.569011005,-0.452351457,0.9997440576553345,0.0016781349942950245,-0.568995562,-0.452450758,0.999748706817627,0.009651939049043325,-0.568373811,-0.452473162,0.9996943473815918,-0.034852612,-0.568300671,-0.450466405,0.9996466040611267,-0.044280807,-0.567873166,-0.450574722,0.9995669722557068,-0.052701165,-0.567115068,-0.450707479,0.9994363784790039,0.023108071462558985,-0.55745171,-0.237875009,0.9998693466186523,-0.062798891,-0.553774999,-0.239044452,0.999470055103302,-0.001283268,-0.511682389,-0.404214736,0.9999180436134338,-0.035398368,-0.510474548,-0.403093274,0.9998030066490173,0.08629548517759093,-0.39832729,-0.118406007,0.9998056888580322,-0.110275329,-0.401313234,-0.15942992,0.9994264245033264,0.12012764027358237,-0.204617542,0.013622778524124492,0.9953415393829346,-0.162188163,-0.239086573,-0.424719442,0.9936054944992065,0.12173622443731737,-0.021498586,-0.015101988,0.9932525753974915,-0.123249047,-0.443790761,-0.820571718,0.9977753162384033,0.1299508353043551,0.04314261726354776,-0.035237245,0.9844198226928711,-0.122013626,-0.503306438,-0.905811853,0.9939683079719543,0.10642001633064849,0.04306775746416438,-0.076721653,0.9849982261657715,-0.115146625,-0.51662781,-0.897225481,0.9934201836585999,0.09924382640956221,0.027834756592135735,-0.028053891,0.9843825697898865,-0.107963023,-0.495989277,-0.826973733,0.9920343160629272,0.06276546755766896,-0.008056677,0.002452856025907798,0.997324526309967,-0.062765468,0.008056677391978254,-0.002040066,0.9976775646209717,0.08705089467859434,0.20392857789901783,0.0047828461522701,0.773260772228241,-0.026623444,0.25736304859839865,0.11060819171693569,0.7637321352958679,0.08388314316784487,0.455301774075033,0.426158206414106,0.10936945676803589,-0.031987672,0.47351467577479106,0.5006347583499767,0.13257037103176117,0.07697266880585447,0.4824107712561976,0.4602964118763544,0.13520701229572296,-0.030932957,0.5050738576400847,0.5313648729455606,0.1825641393661499,0.0922277069069612,0.5488041343457143,0.2852029806003936,0.052330344915390015,-0.056224785,0.5612360698429562,0.3554759644793635,0.06668639928102493,AR Interacting
-0.008205773,-0.533060443,-0.501307651,0.9998219013214111,0.005415019974807548,-0.562443673,-0.465190727,0.9997159242630005,0.014064425254130045,-0.563017107,-0.465307902,0.9997309446334839,0.02241927666634139,-0.563072445,-0.465339216,0.9996680021286011,-0.019091707,-0.561836046,-0.467769521,0.999609649181366,-0.027014256,-0.562473691,-0.467821981,0.9995505213737488,-0.034326687,-0.563024363,-0.467982019,0.9993942975997925,0.03244622970643795,-0.553430284,-0.24275328,0.9998556971549988,-0.043441628,-0.554699176,-0.256200028,0.9994298219680786,0.00638501400815667,-0.506530662,-0.417102451,0.9998945593833923,-0.023951543,-0.505744242,-0.420928352,0.9997504353523254,0.09826447313580004,-0.398411008,-0.127176292,0.9998031854629517,-0.095961983,-0.401585678,-0.226104033,0.9992741346359253,0.1267129624026891,-0.199712909,-0.046114406,0.9952088594436646,-0.128577561,-0.261801484,-0.597866705,0.9937189817428589,0.13474450491778095,-0.003875532,-0.105993566,0.9933161735534668,-0.076469979,-0.455249972,-1.016029422,0.9976077079772949,0.14746345403418487,0.056387199664543676,-0.136601115,0.9846892356872559,-0.069086199,-0.509812338,-1.114545637,0.9937298893928528,0.12322289639516677,0.05897515236529394,-0.169723012,0.9852938652038574,-0.065154874,-0.523310165,-1.105035803,0.9932066798210144,0.11296570108903156,0.045101153425229634,-0.117815217,0.9847327470779419,-0.063396844,-0.504017863,-1.024114434,0.9916986227035522,0.05933366428802667,-0.006999392,0.009211091144507655,0.9975351691246033,-0.059333664,0.006999391824371082,-0.008749584,0.9978342652320862,0.0770063575787707,0.2293286372514719,0.11865284163031438,0.7731707096099854,-0.032330267,0.25733186127617097,0.16862365433680646,0.7603858113288879,0.058936009833227554,0.44621846806765153,0.6509467394240526,0.109151192009449,-0.032321243,0.46419446968429146,0.6641560055743925,0.13048163056373596,0.05138010379810965,0.4693938100985388,0.6980446502140999,0.13679824769496918,-0.03014182,0.49327624303127043,0.711681740031051,0.17941498756408691,0.0616330565588338,0.5392231445170965,0.5307221273141753,0.05237127095460892,-0.042761002,0.5520007485073581,0.509303569464418,0.06626646965742111,AR Interacting
-0.008690484,-0.53115962,-0.497529024,0.999820351600647,0.004657480393796658,-0.558321702,-0.465175074,0.9997079372406006,0.013611713746395528,-0.559063165,-0.465171722,0.999721884727478,0.022107276494648574,-0.559490723,-0.465140169,0.9996612668037415,-0.019022625,-0.557139105,-0.456369668,0.9996060729026794,-0.027218705,-0.55729467,-0.456426341,0.9995570778846741,-0.035232372,-0.557638673,-0.456542634,0.9994075298309326,0.033100677830784325,-0.547303383,-0.239760308,0.9998416900634766,-0.047059458,-0.545406915,-0.252131025,0.9994295239448547,0.006643224830414604,-0.503518589,-0.410280686,0.9998796582221985,-0.02606546,-0.500117019,-0.41007488,0.9997336268424988,0.09973995084304778,-0.393872006,-0.119014721,0.9997882843017578,-0.090315705,-0.406072482,-0.222529725,0.9991810917854309,0.1265790199529677,-0.196968149,0.013322127779348441,0.9932161569595337,-0.122636173,-0.265003273,-0.583141239,0.9933954477310181,0.13488641535408802,0.006414008021533337,0.04282329786067016,0.9919375777244568,-0.063467055,-0.4573167,-0.987895365,0.9970890283584595,0.1446774821875121,0.068369884464356,0.033930249365592996,0.9822898507118225,-0.051023059,-0.517273696,-1.074068832,0.9928063154220581,0.12121933138526796,0.06980703881588243,-0.002316163,0.9830178618431091,-0.048593676,-0.529597811,-1.063362388,0.9922999143600464,0.11067234506159929,0.05327783402543587,0.032526603224182535,0.9825273752212524,-0.048773108,-0.50749001,-0.993809196,0.9904384016990662,0.05437631762182698,-0.004483583,0.009866621118509417,0.9975624680519104,-0.054376318,0.004483583024500649,-0.009473851,0.9977992177009583,0.05644967938381007,0.23195549354822478,0.10271260897816624,0.756205677986145,-0.032651385,0.23191987785027884,0.11566531381926995,0.7391960024833679,0.026884181198810593,0.4310345832115236,0.576285217450724,0.11006152629852295,-0.03596527,0.4445055777102838,0.518105214384244,0.128231018781662,0.019394457220495133,0.4515278287254455,0.6171269435314034,0.13820645213127136,-0.034687405,0.4682626024492836,0.557755676621174,0.17359130084514618,0.023427968868100786,0.5256523568261681,0.4653310107035267,0.05386744439601898,-0.036623043,0.5383217949897872,0.37075985573533815,0.06625999510288239,AR Interacting
